Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
Khouma Babacar,25,Senegal,Centre-Forward,8000000,Fiorentina,7000000.0,Serie_A_2018.csv,Serie A,,,khouma babacar,2018,2017,2018,Serie A,Khouma Babacar,sn SEN,FW,Fiorentina,23,1993.0,22.0,13.0,1326,0.0,10.0,1.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,khouma babacar,2017,Serie A,Khouma Babacar,sn SEN,FW,Sassuolo,25,1993.0,29.0,16.0,1488,0.0,7.0,2.0,9.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,15.0,24.0,97.0,2018-2019,Serie-A,0.0,0.0,0.0,khouma babacar,2018,Serie A
Lucas Castro,29,Argentina,Attacking Midfield,7000000,Chievo Verona,5900000.0,Serie_A_2018.csv,Serie A,,,lucas castro,2018,2017,2018,Serie A,Lucas Castro,ar ARG,MF,Chievo,27,1989.0,33.0,33.0,2759,0.0,5.0,6.0,11.0,5.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,lucas castro,2017,Serie A,Lucas Castro,ar ARG,MF,Cagliari,29,1989.0,12.0,10.0,896,10.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,61.0,2018-2019,Serie-A,0.1,0.3,0.4,lucas castro,2018,Serie A
Jasmin Kurtic,29,Slovenia,Central Midfield,5000000,Atalanta,5300000.0,Serie_A_2018.csv,Serie A,,,jasmin kurtic,2018,2017,2018,Serie A,Jasmin Kurtić,si SVN,MF,Atalanta,27,1989.0,37.0,35.0,2739,0.0,6.0,3.0,9.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,jasmin kurtić,2017,Serie A,Jasmin Kurtić,si SVN,MF,SPAL,29,1989.0,30.0,29.0,2557,0.0,6.0,5.0,11.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,103.0,112.0,111.0,2018-2019,Serie-A,0.0,0.0,0.0,jasmin kurtić,2018,Serie A
Dejan Kulusevski,19,Sweden,Attacking Midfield,25000000,Atalanta,39000000.0,Serie_A_2019.csv,Serie A,,,dejan kulusevski,2019,2018,2019,Serie A,Dejan Kulusevski,se SWE,MF,Atalanta,18,2000.0,3.0,0.0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9.0,7.0,11.0,2018-2019,Serie-A,0.0,0.0,0.0,dejan kulusevski,2018,Serie A,Dejan Kulusevski,se SWE,FW MF,Parma,19,2000.0,36.0,33.0,293,32.6,10.0,8.0,18.0,9.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,164.0,128.0,237.0,2019-2020,Serie-A,0.3067484662576687,0.2453987730061349,0.5521472392638036,dejan kulusevski,2019,Serie A
Franck Kessié,22,Ivory Coast,Central Midfield,33000000,Atalanta,32000000.0,Serie_A_2019.csv,Serie A,,,franck kessié,2019,2018,2019,Serie A,Franck Kessié,ci CIV,MF,Milan,21,1996.0,34.0,34.0,3018,33.5,7.0,2.0,9.0,4.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,72.0,191.0,159.0,2018-2019,Serie-A,0.208955223880597,0.0597014925373134,0.2686567164179104,franck kessié,2018,Serie A,Franck Kessié,ci CIV,MF,Milan,22,1996.0,35.0,33.0,2904,32.3,4.0,1.0,5.0,2.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,52.0,173.0,84.0,2019-2020,Serie-A,0.1238390092879257,0.0309597523219814,0.1547987616099071,franck kessié,2019,Serie A
Andrea Petagna,24,Italy,Centre-Forward,20000000,SPAL,12000000.0,Serie_A_2019.csv,Serie A,,,andrea petagna,2019,2018,2019,Serie A,Andrea Petagna,it ITA,FW,SPAL,23,1995.0,36.0,35.0,3031,33.7,16.0,1.0,17.0,10.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,84.0,68.0,202.0,2018-2019,Serie-A,0.4747774480712166,0.029673590504451,0.5044510385756676,andrea petagna,2018,Serie A,Andrea Petagna,it ITA,FW,SPAL,24,1995.0,36.0,33.0,3032,33.7,12.0,1.0,13.0,7.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,88.0,82.0,208.0,2019-2020,Serie-A,0.3560830860534124,0.029673590504451,0.3857566765578634,andrea petagna,2019,Serie A
Duván Zapata,28,Colombia,Centre-Forward,45000000,Sampdoria,12000000.0,Serie_A_2019.csv,Serie A,,,duván zapata,2019,2018,2019,Serie A,Duván Zapata,co COL,FW,Atalanta,27,1991.0,37.0,32.0,2896,32.2,23.0,7.0,30.0,22.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,108.0,68.0,374.0,2018-2019,Serie-A,0.7142857142857142,0.217391304347826,0.9316770186335402,duván zapata,2018,Serie A,Duván Zapata,co COL,FW,Atalanta,28,1991.0,28.0,25.0,2026,0.0,18.0,6.0,24.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,43.0,247.0,2019-2020,Serie-A,0.0,0.0,0.0,duván zapata,2019,Serie A
Luis Muriel,28,Colombia,Centre-Forward,13000000,Sevilla FC,21200000.0,Serie_A_2019.csv,Serie A,,,luis muriel,2019,2018,2019,Serie A,Luis Muriel,co COL,FW,Fiorentina,27,1991.0,19.0,16.0,1441,16.0,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,56.0,33.0,100.0,2018-2019,Serie-A,0.375,0.0,0.375,luis muriel,2018,Serie A,Luis Muriel,co COL,FW,Atalanta,28,1991.0,34.0,10.0,126,14.0,18.0,1.0,19.0,12.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,55.0,175.0,2019-2020,Serie-A,1.2857142857142858,0.0714285714285714,1.3571428571428572,luis muriel,2019,Serie A
Roberto Soriano,28,Italy,Attacking Midfield,7000000,Villarreal,8000000.0,Serie_A_2019.csv,Serie A,,,roberto soriano,2019,2018,2019,Serie A,Roberto Soriano,it ITA,MF,Torino,27,1991.0,11.0,6.0,468,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,14.0,22.0,47.0,2018-2019,Serie-A,0.0,0.0,0.0,roberto soriano,2018,Serie A,Roberto Soriano,it ITA,MF,Bologna,28,1991.0,29.0,29.0,2469,0.0,5.0,5.0,10.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,97.0,176.0,124.0,2019-2020,Serie-A,0.0,0.0,0.0,roberto soriano,2019,Serie A
Rodrigo,29,Spain,Centre-Forward,40000000,Valencia,30000000.0,premier_league_2020.csv,Premier League,,,rodrigo,2020,2019,2020,Premier League,Rodri,es ESP,MF,Manchester City,23,1996.0,35.0,29.0,2486,0.0,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,0.9,0.9,0.0,0.0,41.0,232.0,21.0,2019-2020,Premier-League,0.0,0.0,0.0,rodri,2019,Premier League,Rodrigo,es ESP,MF FW,Leeds United,29,1991.0,26.0,14.0,1288,0.0,7.0,2.0,9.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,80.0,118.0,2020-2021,Premier-League,0.0,0.0,0.0,rodrigo,2020,Premier League
Callum Wilson,28,England,Centre-Forward,20000000,Bournemouth,22250000.0,premier_league_2020.csv,Premier League,,,callum wilson,2020,2019,2020,Premier League,Callum Wilson,eng ENG,FW,Bournemouth,27,1992.0,35.0,32.0,2908,32.3,8.0,1.0,9.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,52.0,197.0,2019-2020,Premier-League,0.2476780185758514,0.0309597523219814,0.2786377708978328,callum wilson,2019,Premier League,Callum Wilson,eng ENG,FW,Newcastle Utd,28,1992.0,26.0,23.0,2084,0.0,12.0,5.0,17.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,32.0,116.0,2020-2021,Premier-League,0.0,0.0,0.0,callum wilson,2020,Premier League
Oliver Burke,23,Scotland,Centre-Forward,4800000,West Brom,6500000.0,premier_league_2020.csv,Premier League,,,oliver burke,2020,2019,2020,Premier League,Oliver McBurnie,sct SCO,FW,Sheffield Utd,23,1996.0,36.0,24.0,2113,0.0,6.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,58.0,109.0,2019-2020,Premier-League,0.0,0.0,0.0,oliver mcburnie,2019,Premier League,Oliver Burke,sct SCO,FW,Sheffield Utd,23,1997.0,25.0,14.0,1269,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,108.0,2020-2021,Premier-League,0.0,0.0,0.0,oliver burke,2020,Premier League
Ousmane Dembélé,26,France,Centre-Forward,60000000,FC Barcelona,50000000.0,Ligue_1_2023.csv,Ligue 1,,,ousmane dembélé,2023,2022,2023,Ligue 1,Moussa Dembélé,fr FRA,FW MF,Lyon,26,1996.0,23.0,8.0,877,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,10.0,23.0,66.0,2022-2023,Ligue-1,0.0,0.0,0.0,moussa dembélé,2022,Ligue 1,Ousmane Dembélé,fr FRA,MF FW,Paris S-G,26,1997.0,26.0,17.0,1506,0.0,3.0,8.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,133.0,247.0,2023-2024,Ligue-1,0.0,0.0,0.0,ousmane dembélé,2023,Ligue 1
Bradley Barcola,20,France,Left Winger,18000000,Olympique Lyon,45000000.0,Ligue_1_2023.csv,Ligue 1,,,bradley barcola,2023,2022,2023,Ligue 1,Bradley Barcola,fr FRA,FW MF,Lyon,19,2002.0,26.0,15.0,144,16.0,5.0,8.0,13.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,39.0,156.0,2022-2023,Ligue-1,0.3125,0.5,0.8125,bradley barcola,2022,Ligue 1,Bradley Barcola,fr FRA,FW,Lyon,20,2002.0,3.0,3.0,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,11.0,9.0,31.0,2023-2024,Ligue-1,0.0,0.0,0.0,bradley barcola,2023,Ligue 1
Hugo Ekitiké,21,France,Centre-Forward,20000000,Stade Reims,28500000.0,Ligue_1_2023.csv,Ligue 1,,,hugo ekitiké,2023,2022,2023,Ligue 1,Hugo Ekitike,fr FRA,FW,Paris S-G,20,2002.0,25.0,12.0,1155,0.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,84.0,2022-2023,Ligue-1,0.0,0.0,0.0,hugo ekitike,2022,Ligue 1,Hugo Ekitike,fr FRA,FW,Paris S-G,21,2002.0,1.0,0.0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2023-2024,Ligue-1,0.0,0.0,0.0,hugo ekitike,2023,Ligue 1
Elye Wahi,20,France,Centre-Forward,35000000,Montpellier HSC,30000000.0,Ligue_1_2023.csv,Ligue 1,,,elye wahi,2023,2022,2023,Ligue 1,Elye Wahi,fr FRA,FW,Montpellier,19,2003.0,33.0,29.0,2513,0.0,19.0,5.0,24.0,18.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,15.0,57.0,25.0,190.0,2022-2023,Ligue-1,0.0,0.0,0.0,elye wahi,2022,Ligue 1,Elye Wahi,fr FRA,FW,Montpellier,20,2003.0,1.0,0.0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.0,2.0,2023-2024,Ligue-1,0.0,0.0,0.0,elye wahi,2023,Ligue 1
Angelo Fulgini,26,France,Attacking Midfield,9000000,Mainz 05,7200000.0,Ligue_1_2023.csv,Ligue 1,,,angelo fulgini,2023,2022,2023,Ligue 1,Angelo Fulgini,fr FRA,MF FW,Lens,25,1996.0,17.0,12.0,858,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,43.0,70.0,2022-2023,Ligue-1,0.0,0.0,0.0,angelo fulgini,2022,Ligue 1,Angelo Fulgini,fr FRA,MF,Lens,26,1996.0,29.0,16.0,1376,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,74.0,117.0,2023-2024,Ligue-1,0.0,0.0,0.0,angelo fulgini,2023,Ligue 1
Ismaïla Sarr,25,Senegal,Right Winger,20000000,Watford,13000000.0,Ligue_1_2023.csv,Ligue 1,,,ismaïla sarr,2023,2022,2023,Ligue 1,Malang Sarr,fr FRA,DF,Monaco,23,1999.0,13.0,8.0,716,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,59.0,2.0,2022-2023,Ligue-1,0.0,0.0,0.0,malang sarr,2022,Ligue 1,Ismaila Sarr,sn SEN,FW MF,Marseille,25,1998.0,23.0,15.0,1447,0.0,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,36.0,152.0,2023-2024,Ligue-1,0.0,0.0,0.0,ismaila sarr,2023,Ligue 1
Amine Harit,26,Morocco,Attacking Midfield,12000000,Schalke 04,5000000.0,Ligue_1_2023.csv,Ligue 1,,,amine harit,2023,2022,2023,Ligue 1,Amine Harit,ma MAR,MF FW,Marseille,25,1997.0,10.0,6.0,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,2.0,19.0,38.0,54.0,2022-2023,Ligue-1,0.0,0.0,0.0,amine harit,2022,Ligue 1,Amine Harit,ma MAR,MF FW,Marseille,26,1997.0,28.0,21.0,1821,0.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,84.0,127.0,112.0,2023-2024,Ligue-1,0.0,0.0,0.0,amine harit,2023,Ligue 1
Folarin Balogun,22,United States,Centre-Forward,30000000,Arsenal,30000000.0,Ligue_1_2023.csv,Ligue 1,,,folarin balogun,2023,2022,2023,Ligue 1,Folarin Balogun,us USA,FW,Reims,21,2001.0,37.0,34.0,2999,33.3,21.0,2.0,23.0,15.0,6.0,7.0,5.0,0.0,0.0,21.0,0.0,0.0,56.0,55.0,283.0,2022-2023,Ligue-1,0.6306306306306307,0.06006006006006,0.6906906906906908,folarin balogun,2022,Ligue 1,Folarin Balogun,us USA,FW,Monaco,22,2001.0,29.0,19.0,1692,0.0,7.0,5.0,12.0,7.0,0.0,3.0,1.0,0.0,11.0,0.0,0.0,0.0,35.0,30.0,199.0,2023-2024,Ligue-1,0.0,0.0,0.0,folarin balogun,2023,Ligue 1
Enzo Le Fée,23,France,Central Midfield,20000000,FC Lorient,20000000.0,Ligue_1_2023.csv,Ligue 1,,,enzo le fée,2023,2022,2023,Ligue 1,Enzo Le Fée,fr FRA,MF,Lorient,22,2000.0,35.0,35.0,3028,33.6,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,96.0,218.0,105.0,2022-2023,Ligue-1,0.1488095238095238,0.1785714285714285,0.3273809523809524,enzo le fée,2022,Ligue 1,Enzo Le Fée,fr FRA,MF,Rennes,23,2000.0,25.0,19.0,1527,17.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.0,0.0,45.0,124.0,58.0,2023-2024,Ligue-1,0.0,0.0588235294117647,0.0588235294117647,enzo le fée,2023,Ligue 1
Ludovic Blas,25,France,Right Winger,20000000,FC Nantes,15000000.0,Ligue_1_2023.csv,Ligue 1,,,ludovic blas,2023,2022,2023,Ligue 1,Ludovic Blas,fr FRA,MF FW,Nantes,24,1997.0,37.0,30.0,2813,0.0,7.0,5.0,12.0,5.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,122.0,147.0,248.0,2022-2023,Ligue-1,0.0,0.0,0.0,ludovic blas,2022,Ligue 1,Ludovic Blas,fr FRA,FW MF,Rennes,25,1997.0,29.0,18.0,1563,0.0,4.0,1.0,5.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,46.0,59.0,157.0,2023-2024,Ligue-1,0.0,0.0,0.0,ludovic blas,2023,Ligue 1
Terem Moffi,24,Nigeria,Centre-Forward,20000000,FC Lorient,22500000.0,Ligue_1_2023.csv,Ligue 1,,,terem moffi,2023,2022,2023,Ligue 1,Terem Moffi,ng NGA,FW,Nice,23,1999.0,16.0,15.0,1328,0.0,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,77.0,2022-2023,Ligue-1,0.0,0.0,0.0,terem moffi,2022,Ligue 1,Terem Moffi,ng NGA,FW,Nice,24,1999.0,30.0,23.0,1949,0.0,11.0,2.0,13.0,8.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,123.0,2023-2024,Ligue-1,0.0,0.0,0.0,terem moffi,2023,Ligue 1
Jérémie Boga,26,Cote d'Ivoire,Left Winger,14000000,Atalanta,17500000.0,Ligue_1_2023.csv,Ligue 1,,,jérémie boga,2023,2022,2023,Ligue 1,Jérémie Bela,ao ANG,DF MF,Clermont Foot,29,1993.0,19.0,7.0,743,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,22.0,24.0,54.0,2022-2023,Ligue-1,0.0,0.0,0.0,jérémie bela,2022,Ligue 1,Jérémie Bela,ao ANG,MF FW,Clermont Foot,30,1993.0,12.0,1.0,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,14.0,10.0,33.0,2023-2024,Ligue-1,0.0,0.0,0.0,jérémie bela,2023,Ligue 1
Mohamed-Ali Cho,19,France,Right Winger,8000000,Real Sociedad,10000000.0,Ligue_1_2023.csv,Ligue 1,,,mohamed-ali cho,2023,2022,2023,Ligue 1,Mohamed Achi,fr FRA,FW,Nantes,20,2002.0,2.0,0.0,36,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,2.0,3.0,1.0,2022-2023,Ligue-1,0.0,0.0,0.0,mohamed achi,2022,Ligue 1,Mohamed Ali Cho,fr FRA,FW,Nice,19,2004.0,17.0,11.0,861,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,48.0,25.0,77.0,2023-2024,Ligue-1,0.0,0.0,0.0,mohamed ali cho,2023,Ligue 1
Mohamed Bamba,22,Cote d'Ivoire,Centre-Forward,1200000,Wolfsberger AC,5000000.0,Ligue_1_2023.csv,Ligue 1,,,mohamed bamba,2023,2022,2023,Ligue 1,Mohamed Camara,ml MLI,MF,Monaco,22,2000.0,29.0,25.0,2194,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,28.0,135.0,19.0,2022-2023,Ligue-1,0.0,0.0,0.0,mohamed camara,2022,Ligue 1,Mohamed Bamba,ci CIV,FW,Lorient,21,2001.0,16.0,14.0,1138,0.0,8.0,3.0,11.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,69.0,2023-2024,Ligue-1,0.0,0.0,0.0,mohamed bamba,2023,Ligue 1
Mohamed Daramy,21,Denmark,Left Winger,6000000,Ajax,12000000.0,Ligue_1_2023.csv,Ligue 1,,,mohamed daramy,2023,2022,2023,Ligue 1,Mohamed Camara,ml MLI,MF,Monaco,22,2000.0,29.0,25.0,2194,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,28.0,135.0,19.0,2022-2023,Ligue-1,0.0,0.0,0.0,mohamed camara,2022,Ligue 1,Mohamed Daramy,dk DEN,FW MF,Reims,21,2002.0,25.0,19.0,1648,0.0,4.0,5.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,69.0,162.0,2023-2024,Ligue-1,0.0,0.0,0.0,mohamed daramy,2023,Ligue 1
Mostafa Mohamed,25,Egypt,Centre-Forward,6000000,Galatasaray,5750000.0,Ligue_1_2023.csv,Ligue 1,,,mostafa mohamed,2023,2022,2023,Ligue 1,Mostafa Mohamed,eg EGY,FW,Nantes,24,1997.0,36.0,18.0,1939,0.0,8.0,2.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,13.0,22.0,109.0,2022-2023,Ligue-1,0.0,0.0,0.0,mostafa mohamed,2022,Ligue 1,Mostafa Mohamed,eg EGY,FW,Nantes,25,1997.0,29.0,24.0,2002,0.0,8.0,2.0,10.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,23.0,25.0,115.0,2023-2024,Ligue-1,0.0,0.0,0.0,mostafa mohamed,2023,Ligue 1
