Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,has_before,has_after,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
Loïs Diony,24,France,Centre-Forward,3000000,Dijon FCO,10000000.0,Ligue_1_2017.csv,Ligue 1,,,loïs diony,2017,2016,2017,Ligue 1,True,True,Lois Diony,fr FRA,FW,Dijon,23.0,1992.0,35.0,31.0,2807.0,31.2,11.0,7.0,18.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.3525641025641026,0.2243589743589743,0.576923076923077,lois diony,2016.0,Ligue 1,Lois Diony,fr FRA,FW,Saint-Étienne,24.0,1992.0,16.0,11.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,11.0,13.0,81.0,2017-2018,Ligue-1,0.0,0.0,0.0,lois diony,2017.0,Ligue 1
Sadio Mané,30,Senegal,Left Winger,70000000,Liverpool,32000000.0,Bundesliga_2022.csv,Bundesliga,Bayern Munich,,sadio mané,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadio Mané,sn SEN,FW MF,Bayern Munich,30.0,1992.0,25.0,18.0,1425.0,0.0,7.0,5.0,12.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,43.0,164.0,2022-2023,Bundesliga,0.0,0.0,0.0,sadio mané,2022.0,Bundesliga
Mathys Tel,17,France,Centre-Forward,2000000,Stade Rennais,20000000.0,Bundesliga_2022.csv,Bundesliga,Bayern Munich,,mathys tel,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathys Tel,fr FRA,FW,Bayern Munich,17.0,2005.0,22.0,1.0,417.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.0,12.0,11.0,59.0,2022-2023,Bundesliga,0.0,0.0,0.0,mathys tel,2022.0,Bundesliga
Sébastien Haller,28,Ivory Coast,Centre-Forward,35000000,Ajax,31000000.0,Bundesliga_2022.csv,Bundesliga,Borussia Dortmund,,sébastien haller,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sébastien Haller,ci CIV,FW,Dortmund,28.0,1994.0,19.0,15.0,1225.0,0.0,9.0,3.0,12.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,11.0,22.0,65.0,2022-2023,Bundesliga,0.0,0.0,0.0,sébastien haller,2022.0,Bundesliga
Karim Adeyemi,20,Germany,Right Winger,35000000,Red Bull Salzburg,30000000.0,Bundesliga_2022.csv,Bundesliga,Borussia Dortmund,,karim adeyemi,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karim Adeyemi,de GER,FW MF,Dortmund,20.0,2002.0,24.0,20.0,1386.0,0.0,6.0,5.0,11.0,6.0,0.0,1.0,9.0,0.0,5.0,0.0,0.0,8.0,49.0,47.0,131.0,2022-2023,Bundesliga,0.0,0.0,0.0,karim adeyemi,2022.0,Bundesliga
Timo Werner,26,Germany,Left Winger,35000000,Chelsea,20000000.0,Bundesliga_2022.csv,Bundesliga,RB Leipzig,,timo werner,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timo Werner,de GER,FW MF,RB Leipzig,26.0,1996.0,27.0,23.0,1937.0,0.0,9.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,65.0,51.0,209.0,2022-2023,Bundesliga,0.0,0.0,0.0,timo werner,2022.0,Bundesliga
Adam Hložek,19,Czech Republic,Second Striker,20000000,Sparta Prague,13000000.0,Bundesliga_2022.csv,Bundesliga,Bayer Leverkusen,,adam hložek,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Hložek,cz CZE,FW MF,Leverkusen,20.0,2002.0,29.0,16.0,1286.0,0.0,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,70.0,2022-2023,Bundesliga,0.0,0.0,0.0,adam hložek,2022.0,Bundesliga
Ritsu Dōan,24,Japan,Right Winger,8000000,PSV Eindhoven,10400000.0,Bundesliga_2022.csv,Bundesliga,SC Freiburg,,ritsu dōan,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ritsu Doan,jp JPN,MF FW,Freiburg,24.0,1998.0,33.0,30.0,2424.0,0.0,5.0,4.0,9.0,5.0,0.0,0.0,3.0,0.0,7.0,7.0,0.0,0.0,83.0,69.0,167.0,2022-2023,Bundesliga,0.0,0.0,0.0,ritsu doan,2022.0,Bundesliga
Jakub Kamiński,20,Poland,Left Winger,10000000,Lech Poznań,10000000.0,Bundesliga_2022.csv,Bundesliga,VfL Wolfsburg,,jakub kamiński,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jakub Kamiński,pl POL,FW DF,Wolfsburg,20.0,2002.0,31.0,25.0,2058.0,0.0,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,47.0,78.0,171.0,2022-2023,Bundesliga,0.0,0.0,0.0,jakub kamiński,2022.0,Bundesliga
Mattias Svanberg,23,Sweden,Central Midfield,15000000,Bologna,9500000.0,Bundesliga_2022.csv,Bundesliga,VfL Wolfsburg,,mattias svanberg,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mattias Svanberg,se SWE,MF FW,Wolfsburg,23.0,1999.0,32.0,21.0,1835.0,0.0,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,29.0,74.0,85.0,2022-2023,Bundesliga,0.0,0.0,0.0,mattias svanberg,2022.0,Bundesliga
Nathan Ngoumou,22,France,Right Winger,2500000,Toulouse,8000000.0,Bundesliga_2022.csv,Bundesliga,Borussia Mönchengladbach,,nathan ngoumou,2022,2021,2022,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nathan N'Goumou,cm CMR,FW,Gladbach,22.0,2000.0,20.0,7.0,695.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.0,23.0,14.0,63.0,2022-2023,Bundesliga,0.0,0.0,0.0,nathan n'goumou,2022.0,Bundesliga
Jens Petter Hauge,22,Norway,Left Winger,8000000,AC Milan,8200000.0,Bundesliga_2022.csv,Bundesliga,Eintracht Frankfurt,,jens petter hauge,2022,2021,2022,Bundesliga,True,False,Jens Petter Hauge,no NOR,MF FW,Eint Frankfurt,21.0,1999.0,26.0,9.0,104.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,0.8,0.0,21.0,35.0,78.0,2021-2022,Bundesliga,0.0,0.0,0.0,jens petter hauge,2021.0,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Alario,29,Argentina,Centre-Forward,8000000,Bayer Leverkusen,6000000.0,Bundesliga_2022.csv,Bundesliga,Eintracht Frankfurt,,lucas alario,2022,2021,2022,Bundesliga,True,True,Lucas Alario,ar ARG,FW,Leverkusen,28.0,1992.0,27.0,5.0,655.0,0.0,6.0,0.0,6.0,6.0,0.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,6.0,10.0,44.0,2021-2022,Bundesliga,0.0,0.0,0.0,lucas alario,2021.0,Bundesliga,Lucas Alario,ar ARG,FW MF,Eint Frankfurt,29.0,1992.0,20.0,2.0,331.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,17.0,2022-2023,Bundesliga,0.0,0.0,0.0,lucas alario,2022.0,Bundesliga
Cristiano Ronaldo,33,Portugal,Centre-Forward,100000000,Real Madrid,117000000.0,Serie_A_2018.csv,Serie A,,,cristiano ronaldo,2018,2017,2018,Serie A,True,True,Cristian Ansaldi,ar ARG,DF MF,Inter,29.0,1986.0,21.0,17.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,cristian ansaldi,2017.0,Serie A,Cristiano Ronaldo,pt POR,FW,Juventus,33.0,1985.0,31.0,30.0,2688.0,0.0,21.0,8.0,29.0,16.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,145.0,130.0,358.0,2018-2019,Serie-A,0.0,0.0,0.0,cristiano ronaldo,2018.0,Serie A
Patrik Schick,22,Czech Republic,Centre-Forward,20000000,Sampdoria,42000000.0,Serie_A_2018.csv,Serie A,,,patrik schick,2018,2017,2018,Serie A,True,True,Patrik Schick,cz CZE,FW,Sampdoria,20.0,1996.0,32.0,14.0,157.0,0.0,11.0,4.0,15.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,patrik schick,2017.0,Serie A,Patrik Schick,cz CZE,FW MF,Roma,22.0,1996.0,24.0,15.0,1314.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,90.0,2018-2019,Serie-A,0.0,0.0,0.0,patrik schick,2018.0,Serie A
Lucas Paquetá,21,Brazil,Attacking Midfield,15000000,Flamengo,38400000.0,Serie_A_2018.csv,Serie A,,,lucas paquetá,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Paquetá,br BRA,MF,Milan,20.0,1997.0,13.0,12.0,842.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.8,0.0,21.0,48.0,49.0,2018-2019,Serie-A,0.0,0.0,0.0,lucas paquetá,2018.0,Serie A
Radja Nainggolan,30,Belgium,Central Midfield,45000000,Roma,38000000.0,Serie_A_2018.csv,Serie A,,,radja nainggolan,2018,2017,2018,Serie A,True,True,Radja Nainggolan,be BEL,MF,Roma,28.0,1988.0,37.0,35.0,303.0,33.7,11.0,4.0,15.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.3264094955489613,0.1186943620178041,0.4451038575667655,radja nainggolan,2017.0,Serie A,Radja Nainggolan,be BEL,MF,Inter,30.0,1988.0,29.0,22.0,1967.0,0.0,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,135.0,145.0,2018-2019,Serie-A,0.0,0.0,0.0,radja nainggolan,2018.0,Serie A
Lautaro Martínez,20,Argentina,Centre-Forward,25000000,Racing Club,25000000.0,Serie_A_2018.csv,Serie A,,,lautaro martínez,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lautaro Martínez,ar ARG,FW MF,Inter,20.0,1997.0,27.0,13.0,1344.0,0.0,6.0,2.0,8.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,26.0,31.0,92.0,2018-2019,Serie-A,0.0,0.0,0.0,lautaro martínez,2018.0,Serie A
Javier Pastore,29,Argentina,Attacking Midfield,15000000,PSG,24700000.0,Serie_A_2018.csv,Serie A,,,javier pastore,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javier Pastore,ar ARG,MF FW,Roma,29.0,1989.0,14.0,7.0,597.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,35.0,62.0,44.0,2018-2019,Serie-A,0.0,0.0,0.0,javier pastore,2018.0,Serie A
Simone Verdi,25,Italy,Attacking Midfield,25000000,Bologna,24500000.0,Serie_A_2018.csv,Serie A,,,simone verdi,2018,2017,2018,Serie A,True,True,Simone Verdi,it ITA,FW MF,Bologna,24.0,1992.0,28.0,25.0,2117.0,0.0,6.0,4.0,10.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,simone verdi,2017.0,Serie A,Simone Verdi,it ITA,MF FW,Napoli,26.0,1992.0,22.0,9.0,704.0,0.0,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,37.0,74.0,2018-2019,Serie-A,0.0,0.0,0.0,simone verdi,2018.0,Serie A
Justin Kluivert,19,Netherlands,Attacking Midfield,15000000,Ajax,17250000.0,Serie_A_2018.csv,Serie A,,,justin kluivert,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justin Kluivert,nl NED,FW,Roma,19.0,1999.0,29.0,14.0,1341.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,68.0,35.0,168.0,2018-2019,Serie-A,0.0,0.0,0.0,justin kluivert,2018.0,Serie A
Joaquín Correa,23,Argentina,Second Striker,10000000,Sevilla FC,17850000.0,Serie_A_2018.csv,Serie A,,,joaquín correa,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joaquín Correa,ar ARG,FW MF,Lazio,23.0,1994.0,34.0,18.0,1927.0,0.0,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,8.0,8.0,0.0,0.0,128.0,99.0,198.0,2018-2019,Serie-A,0.0,0.0,0.0,joaquín correa,2018.0,Serie A
Grégoire Defrel,27,France,Centre-Forward,10000000,Sassuolo,15000000.0,Serie_A_2018.csv,Serie A,,,grégoire defrel,2018,2017,2018,Serie A,True,True,Grégoire Defrel,mq MTQ,FW MF,Sassuolo,25.0,1991.0,29.0,23.0,1954.0,0.0,12.0,2.0,14.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,grégoire defrel,2017.0,Serie A,Grégoire Defrel,mq MTQ,FW MF,Sampdoria,27.0,1991.0,36.0,26.0,2339.0,26.0,11.0,3.0,14.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,51.0,246.0,2018-2019,Serie-A,0.4230769230769231,0.1153846153846153,0.5384615384615384,grégoire defrel,2018.0,Serie A
M'Baye Niang,23,France,Centre-Forward,10000000,AC Milan,12000000.0,Serie_A_2018.csv,Serie A,,,m'baye niang,2018,2017,2018,Serie A,True,False,M'Baye Niang,sn SEN,FW MF,Milan,21.0,1994.0,18.0,13.0,112.0,0.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,m'baye niang,2017.0,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manolo Gabbiadini,27,Italy,Centre-Forward,10000000,Southampton,11900000.0,Serie_A_2018.csv,Serie A,,,manolo gabbiadini,2018,2017,2018,Serie A,True,True,Manolo Gabbiadini,it ITA,FW,Napoli,24.0,1991.0,13.0,7.0,515.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,manolo gabbiadini,2017.0,Serie A,Manolo Gabbiadini,it ITA,FW,Sampdoria,26.0,1991.0,18.0,8.0,812.0,9.0,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,17.0,23.0,70.0,2018-2019,Serie-A,0.4444444444444444,0.2222222222222222,0.6666666666666666,manolo gabbiadini,2018.0,Serie A
Gianluca Lapadula,28,Italy,Centre-Forward,7000000,AC Milan,11000000.0,Serie_A_2018.csv,Serie A,,,gianluca lapadula,2018,2017,2018,Serie A,True,True,Gianluca Lapadula,pe PER,FW,Milan,26.0,1990.0,27.0,12.0,1262.0,14.0,8.0,3.0,11.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.5714285714285714,0.2142857142857142,0.7857142857142857,gianluca lapadula,2017.0,Serie A,Gianluca Lapadula,pe PER,FW,Genoa,28.0,1990.0,8.0,4.0,404.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,5.0,4.0,21.0,2018-2019,Serie-A,0.0,0.0,0.0,gianluca lapadula,2018.0,Serie A
Christian Kouamé,20,Ivory Coast,Centre-Forward,2800000,Cittadella,6350000.0,Serie_A_2018.csv,Serie A,,,christian kouamé,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Kouamé,ci CIV,FW,Genoa,20.0,1997.0,38.0,33.0,3066.0,34.1,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,8.0,8.0,0.0,0.0,74.0,67.0,271.0,2018-2019,Serie-A,0.1173020527859237,0.1466275659824046,0.2639296187683284,christian kouamé,2018.0,Serie A
Juraj Kucka,31,Slovakia,Central Midfield,2500000,Trabzonspor,6400000.0,Serie_A_2018.csv,Serie A,,,juraj kucka,2018,2017,2018,Serie A,True,True,Juraj Kucka,sk SVK,MF,Milan,29.0,1987.0,30.0,23.0,2082.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,juraj kucka,2017.0,Serie A,Juraj Kucka,sk SVK,MF,Parma,31.0,1987.0,18.0,17.0,1535.0,0.0,4.0,3.0,7.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,21.0,59.0,49.0,2018-2019,Serie-A,0.0,0.0,0.0,juraj kucka,2018.0,Serie A
Federico Santander,27,Paraguay,Centre-Forward,2000000,Copenhagen,6500000.0,Serie_A_2018.csv,Serie A,,,federico santander,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Santander,py PAR,FW,Bologna,27.0,1991.0,32.0,23.0,2065.0,0.0,8.0,3.0,11.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,16.0,36.0,137.0,2018-2019,Serie-A,0.0,0.0,0.0,federico santander,2018.0,Serie A
Diego Falcinelli,27,Italy,Centre-Forward,3800000,Sassuolo,7000000.0,Serie_A_2018.csv,Serie A,,,diego falcinelli,2018,2017,2018,Serie A,True,True,Diego Falcinelli,it ITA,FW MF,Crotone,25.0,1991.0,35.0,35.0,3124.0,34.7,13.0,2.0,15.0,11.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.3746397694524495,0.0576368876080691,0.4322766570605187,diego falcinelli,2017.0,Serie A,Diego Falcinelli,it ITA,FW,Bologna,27.0,1991.0,16.0,8.0,703.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8.0,11.0,55.0,2018-2019,Serie-A,0.0,0.0,0.0,diego falcinelli,2018.0,Serie A
Lukasz Teodorczyk,27,Poland,Centre-Forward,7500000,RSC Anderlecht,7000000.0,Serie_A_2018.csv,Serie A,,,lukasz teodorczyk,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łukasz Teodorczyk,pl POL,FW,Udinese,27.0,1991.0,16.0,2.0,400.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,4.0,5.0,25.0,2018-2019,Serie-A,0.0,0.0,0.0,łukasz teodorczyk,2018.0,Serie A
Ignacio Pussetto,22,Argentina,Centre-Forward,7000000,Huracán,8000000.0,Serie_A_2018.csv,Serie A,,,ignacio pussetto,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignacio Pussetto,ar ARG,FW MF,Udinese,22.0,1995.0,35.0,24.0,2178.0,0.0,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,75.0,45.0,165.0,2018-2019,Serie-A,0.0,0.0,0.0,ignacio pussetto,2018.0,Serie A
Andrea Favilli,21,Italy,Centre-Forward,4000000,Ascoli,7500000.0,Serie_A_2018.csv,Serie A,,,andrea favilli,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Favilli,it ITA,FW DF,Genoa,21.0,1997.0,6.0,0.0,170.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,7.0,3.0,21.0,2018-2019,Serie-A,0.0,0.0,0.0,andrea favilli,2018.0,Serie A
Ronaldo Vieira,20,England,Central Midfield,5000000,Leeds,7350000.0,Serie_A_2018.csv,Serie A,,,ronaldo vieira,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronaldo Vieira,gw GNB,MF,Sampdoria,20.0,1998.0,14.0,6.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,4.0,33.0,2.0,2018-2019,Serie-A,0.0,0.0,0.0,ronaldo vieira,2018.0,Serie A
Valon Berisha,25,Kosovo,Left Midfield,10000000,Salzburg,7600000.0,Serie_A_2018.csv,Serie A,,,valon berisha,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valon Berisha,xk KVX,MF FW,Lazio,25.0,1993.0,8.0,1.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,6.0,8.0,9.0,2018-2019,Serie-A,0.0,0.0,0.0,valon berisha,2018.0,Serie A
Khouma Babacar,25,Senegal,Centre-Forward,8000000,Fiorentina,7000000.0,Serie_A_2018.csv,Serie A,,,khouma babacar,2018,2017,2018,Serie A,True,True,Khouma Babacar,sn SEN,FW,Fiorentina,23.0,1993.0,22.0,13.0,1326.0,0.0,10.0,1.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,khouma babacar,2017.0,Serie A,Khouma Babacar,sn SEN,FW,Sassuolo,25.0,1993.0,29.0,16.0,1488.0,0.0,7.0,2.0,9.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,15.0,24.0,97.0,2018-2019,Serie-A,0.0,0.0,0.0,khouma babacar,2018.0,Serie A
Lucas Castro,29,Argentina,Attacking Midfield,7000000,Chievo Verona,5900000.0,Serie_A_2018.csv,Serie A,,,lucas castro,2018,2017,2018,Serie A,True,True,Lucas Castro,ar ARG,MF,Chievo,27.0,1989.0,33.0,33.0,2759.0,0.0,5.0,6.0,11.0,5.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,lucas castro,2017.0,Serie A,Lucas Castro,ar ARG,MF,Cagliari,29.0,1989.0,12.0,10.0,896.0,10.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,61.0,2018-2019,Serie-A,0.1,0.3,0.4,lucas castro,2018.0,Serie A
Jens Odgaard,19,Denmark,Attacking Midfield,800000,Inter,5820000.0,Serie_A_2018.csv,Serie A,,,jens odgaard,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Odgaard,dk DEN,FW,Sassuolo,19.0,1999.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018-2019,Serie-A,0.0,0.0,0.0,jens odgaard,2018.0,Serie A
Jasmin Kurtic,29,Slovenia,Central Midfield,5000000,Atalanta,5300000.0,Serie_A_2018.csv,Serie A,,,jasmin kurtic,2018,2017,2018,Serie A,True,True,Jasmin Kurtić,si SVN,MF,Atalanta,27.0,1989.0,37.0,35.0,2739.0,0.0,6.0,3.0,9.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,jasmin kurtić,2017.0,Serie A,Jasmin Kurtić,si SVN,MF,SPAL,29.0,1989.0,30.0,29.0,2557.0,0.0,6.0,5.0,11.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,103.0,112.0,111.0,2018-2019,Serie-A,0.0,0.0,0.0,jasmin kurtić,2018.0,Serie A
Felipe Vizeu,21,Brazil,Centre-Forward,1500000,Flamengo,5000000.0,Serie_A_2018.csv,Serie A,,,felipe vizeu,2018,2017,2018,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felipe Vizeu,br BRA,FW DF,Udinese,21.0,1997.0,5.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,2018-2019,Serie-A,0.0,0.0,0.0,felipe vizeu,2018.0,Serie A
Romelu Lukaku,26,Belgium,Centre-Forward,75000000,Man Utd,74000000.0,Serie_A_2019.csv,Serie A,,,romelu lukaku,2019,2018,2019,Serie A,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romelu Lukaku,be BEL,FW,Inter,26.0,1993.0,36.0,33.0,2979.0,33.1,23.0,2.0,25.0,17.0,6.0,6.0,2.0,0.0,19.0,0.0,0.0,0.0,48.0,76.0,289.0,2019-2020,Serie-A,0.6948640483383686,0.0604229607250755,0.755287009063444,romelu lukaku,2019.0,Serie A
Dejan Kulusevski,19,Sweden,Attacking Midfield,25000000,Atalanta,39000000.0,Serie_A_2019.csv,Serie A,,,dejan kulusevski,2019,2018,2019,Serie A,True,True,Dejan Kulusevski,se SWE,MF,Atalanta,18.0,2000.0,3.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9.0,7.0,11.0,2018-2019,Serie-A,0.0,0.0,0.0,dejan kulusevski,2018.0,Serie A,Dejan Kulusevski,se SWE,FW MF,Parma,19.0,2000.0,36.0,33.0,293.0,32.6,10.0,8.0,18.0,9.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,164.0,128.0,237.0,2019-2020,Serie-A,0.3067484662576687,0.2453987730061349,0.5521472392638036,dejan kulusevski,2019.0,Serie A
